SKILL_20150317_000001	Атака	
SKILL_20150729_004940	Backmasking Range: #{CaptionRatio}#{nl}Unable to use Backmasking nearby for 10 seconds{nl}Consumes 1 Dimensional Piece
SKILL_20150729_004941	Flesh Cannon
SKILL_20150729_004942	Flesh Hoop
SKILL_20150729_004943	Dig up the ground to collect materials required for alchemy.
SKILL_20150729_004944	Receive different materials depending on the terrain.
SKILL_20150729_004945	Each weapon has a different{nl}dungeon and Potential effects{nl}Available Member Entries: #{CaptionRatio}#
SKILL_20150729_004946	Increases skill damage while decreasing attack speed.
SKILL_20150729_004947	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Throw caltrops on the ground that inflict damage to enemies that step on them.
SKILL_20150729_004948	Attribute Damage: #{CaptionRatio}#%{nl}Throw Count: #{CaptionRatio2}#{nl}Caltrops Duration: #{CaptionTime}# seconds
SKILL_20150729_004949	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Lay a defensive trap that damages any enemies that walk into it.
SKILL_20150729_004950	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}3 successive attacks
SKILL_20150729_004951	Атака: 300% + #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}AoE Атака Ratio: #{CaptionRatio}#{nl}Consumes 1 Claymore
SKILL_20150729_004952	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Casting Time: 3 seconds{nl}Длительность: #{CaptionRatio2}# seconds{nl}Consumes 1 Pine Wood
SKILL_20150729_004953	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Defense Trap Duration: 15 seconds{nl}Consumes 3 Ash Wood
SKILL_20150729_004954	Temporarily increases the movement speed of your Companion.
SKILL_20150729_004955	Attribute Damage: #{CaptionRatio}#%{nl}Длительность: #{CaptionRatio2}# seconds
SKILL_20150729_004956	Maximum Длительность: 10 seconds{nl}Consumes #{CaptionRatio}#% SP per second
SKILL_20150729_004957	Восстановление HP: +#{CaptionRatio}#{nl}Восстановление HP Time: -#{CaptionRatio2}# seconds{nl}Torch Длительность: #{CaptionTime}# seconds
SKILL_20150729_004958	Maximum Amount: +#{SkillFactor}#{nl}Длительность: 200 seconds
SKILL_20150729_004959	Maximum Duration: #{CaptionRatio2}# seconds{nl}Consumes #{CaptionRatio}#% SP per second
SKILL_20150729_004960	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Maximum Targets: #{CaptionRatio2}#
SKILL_20150729_004961	STR, CON, INT, SPR, DEX: -#{CaptionRatio}#{nl}Consumes 3% SP per 3 seconds{nl}Maximum Длительность: 10 seconds
SKILL_20150729_004962	Transmits #{CaptionRatio}# of INT
SKILL_20150729_004963	 Магический Круг Длительность: #{CaptionTime}# seconds
SKILL_20150729_004964	Атака: #{SkillAtkAdd}#{nl}Attribute Атака: #{CaptionRatio}#%{nl}Consumes 1 Stamina
SKILL_20150729_004965	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionTime}#%{nl}Consumes #{CaptionRatio2}# silver
SKILL_20150729_004966	Change the item dropped from an enemy to a different item. You will be notified when an item is changed.
SKILL_20150729_004967	Changes a dropped item{nl}Maximum Level: 1
SKILL_20150729_004968	All defense lost, Physical DEF is 0
SKILL_20150729_004969	Wedge Formation
SKILL_20150729_004970	Schiltron
SKILL_20150729_004971	Testudo
SKILL_20150729_004972	Tersio Formation.
SKILL_20150729_004973	Phalanx Formation.
SKILL_20150729_004974	Periodically receive poison damage
SKILL_20150729_004975	Lightning Shock
SKILL_20150729_004976	Periodically receiving Lightning property damage
SKILL_20150729_004977	Physical DEF, Magic DEF decreases
SKILL_20150729_004978	MP decreases
SKILL_20150729_004979	Damage taken increase
SKILL_20150729_004980	Gather plants
SKILL_20150729_004981	Lunacy
SKILL_20150729_004982	Release Lunacy
SKILL_20150729_004983	Physical ATK increases, Movement Speed increases, Physical DEF decreases
SKILL_20150729_004984	Enemies cannot jump when attacked with [Skull Swing].
SKILL_20150729_004985	Enchant Fire: Decreased Fire Property Resistance
SKILL_20150729_004986	Reduces the Fire property resistance by 10% on nearby enemies when [Enchant Fire] is casted for 5 seconds per attribute level.
SKILL_20150729_004987	[Stop] can also stop boss monsters but once released, it will not be stopped again.
SKILL_20150729_004988	Heal: Remove Damage
SKILL_20150729_004989	[Heal] will not inflict damage and react to enemies.
SKILL_20150729_004990	Increases the range of [Melstis] to 80.
SKILL_20150729_004991	Increases the maximum number of zombies from [Zombify] by 1.
SKILL_20150730_004992	Summon a devil based on the card placed in the Grimoire. The attack and defense of the summoned devil is affected by your INT and SPR respectively. The summoned devil's stats increase by 10% for each star on the card. Only Devil-type cards can be placed in the Grimoire.
SKILL_20150730_004993	Creates a Shoggoth based on the card placed in the Necronomicon. The attack and defense of the summoned devil is affected by your INT and SPR. Increases the abilities by 10% proportional to the amount of stars of the card. Only Animal, Plant and Mutant-type cards can be placed in the Necronomicon.
SKILL_20150730_004994	Your companion bites and holds onto a target. Decreases the physical defense of the bitten target. You receive a critical chance bonus against the target.
SKILL_20150730_004995	Physical Defense: -#{CaptionRatio}# {nl}Additional Critical Chance: 30%{nl}Duration: #{CaptionTime}# seconds
SKILL_20150803_004996	Quick Cast
SKILL_20150803_004997	{#DD5500}{ol}[Physical] - [Missile]{/}{/}{nl}Kneel to increase focus. Increases your attack, range and attack speed.
SKILL_20150803_004998	Physical Damage: +#{CaptionRatio}#{nl}Range: +#{CaptionRatio2}#{nl}Attack Speed: +#{CaptionTime}#
SKILL_20150803_004999	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Number of Caltrops: #{CaptionRatio2}#{nl}Caltrop Duration: #{CaptionTime}# seconds
SKILL_20150803_005000	Attack: 150% +#{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}{#339999}{ol}[Stun]{/}{/} Duration: #{CaptionTime}# seconds{nl}Consumes 1 Stone Bullet
SKILL_20150803_005001	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Trap Duration: 15 seconds{nl}Consumes 3 Ash Wood
SKILL_20150803_005002	Maximum Duration: #{CaptionRatio}# seconds
SKILL_20150803_005003	Creates a magic circle that raises a dead enemy as a zombie. The HP of the raised zombie is based on the caster's SPR.
SKILL_20150803_005004	Maximum HP: +#{CaptionRatio}#{nl}Movement Speed: +#{CaptionRatio2}#% Duration: #{CaptionTime}# seconds{nl}Glyph Duration: 15 seconds
SKILL_20150803_005005	STR: +#{CaptionRatio}#{nl}Duration: #{CaptionRatio2}#{nl}Glyph Duration: 15 seconds
SKILL_20150803_005006	Attribute Damage: #{CaptionRatio2}#%{nl}Additional Damage on Plant-type Monsters: +#{CaptionRatio}#{nl}Drop Rate for Statue Materials: #{CaptionTime}#%
SKILL_20150803_005007	Able to use the monster's skill{nl}Maximum Duration: #{CaptionTime}# seconds
SKILL_20150803_005008	Effigy Enhance
SKILL_20150803_005009	Увеличивает атаку bonus of Effigy
SKILL_20150803_005010	Increases the additional damage of [Concentrate] by 2 per attribute level.
SKILL_20150803_005011	Increases your evasion and magic defense by 5% per attribute level when using [Stabbing].
SKILL_20150803_005012	Enemies hit by [Pierce] have a 2% chance per attribute level to be afflicted with [Bleeding] for 6 seconds. Bleeding damage is proportional to the character's physical attack. 
SKILL_20150803_005013	Increases the physical damage increase effect of [Warcry] by 3 per attribute level. (This attribute only applies after the enemy's defense is decreased.)
SKILL_20150803_005014	Increases the attack increase effect of [Swell Left Arm] by 3 per attribute level.
SKILL_20150803_005015	Increases the defense and attack increase effect of [Swell Right Arm] by 3 per attribute level.
SKILL_20150803_005016	Increases the INT increase effect of [Swell Brain] by 2 per attribute level.
SKILL_20150803_005017	Increases the physical damage increase effect of [Kneeling Shot] by 1 per attribute level.
SKILL_20150803_005018	Increases the additional damage effect of [Steady Aim] by 2 per attribute level.
SKILL_20150803_005019	Adds the defense decrease effect of [Deprotected Zone] by 1 per attribute level. (This attribute is applied after the stack calculation.)
SKILL_20150803_005020	Increases the HP recovery of [Aukuras] by 1.5 per attribute level.
SKILL_20150803_005021	Increases the additional damage of [Blessing] by 2 per attribute level.
SKILL_20150803_005022	Increases the chance of obtaining materials for [Carve] на 1% за уровень атрибута.
SKILL_20150803_005023	Increases the HP recovery effect of [Restoration] by 2 per attribute level.
SKILL_20150803_005024	Lv3 Blessing required
SKILL_20150803_005025	Lv3 Steady Aim required
SKILL_20150803_005026	Lv3 Concentrate required
SKILL_20150804_005027	Switch into the Window stance to attack. Increases your critical rate and block, while decreasing evasion.
SKILL_20150804_005028	Critical Rate: +#{CaptionRatio}#%{nl}Block: +#{SkillFactor}#%{nl}Evasion: -#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150804_005029	Your attacks are guaranteed to hit, increasing your Critical Rate and Critical Resistance.
SKILL_20150804_005030	Critical Rate: +#{CaptionRatio}#%{nl}Critical Resistance: +#{CaptionRatio}#%{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150804_005031	Атака 300% + #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Casting Time: #{CaptionTime}# seconds{nl}AoE Атака Ratio: #{SkillSR}#
SKILL_20150804_005032	{#DD5500}{ol}[Физический] - [Poison] - [Протыкание]{/}{/}{nl}Launches a contagious poisonous arrow. Poison spreads through the target whenever it gets attacked. 
SKILL_20150804_005033	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl} Launches an arrow that explodes on enemy impact in a cross.
SKILL_20150804_005034	Атака: 250% + #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}AoE Атака Ratio: #{SkillSR}#
SKILL_20150804_005035	Reflects #{CaptionRatio}#% of the target's physical attack{nl}Maximum Duration: #{CaptionTime}# seconds{nl}Unable to block magic & long-ranged projectiles
SKILL_20150804_005036	Cartar Stroke: Remove Knockback
SKILL_20150804_005037	Pushing power of [Cartar Stroke] becomes 0. (You will not be pushed if this attribute is ON.)
SKILL_20150804_005038	Increases your Fire, Ice and Lightning properties by 5. From Lv2, it increases by 1 per attribute level. 
SKILL_20150804_005039	Increases the reflection of [Iron Skin] на 5% за уровень атрибута.
SKILL_20150807_005040	While [Aggressor] is active, the character's added critical attack is proportional to the physical attack. Increases an addtional amount на 5% за уровень атрибута.
SKILL_20150918_005041	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Атака an enemy by throwing your shield. Your shield drops on the targeted area, and your physical defense decreases based on the value of the equipment. The shield may be picked up or it'll automatically return to your inventory after a certain time. The decreased physical defense will return back to normal once your shield is back in the inventory.
SKILL_20150918_005042	Umbo Thrust
SKILL_20150918_005043	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Heavily strike enemies using the spikes on your shield. Enemies struck by the skill may temporarily lose the effects from their armors.
SKILL_20150918_005044	Skyliner
SKILL_20150918_005045	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Slash the enemy sideways.{nl}Inflicts additional damage on enemies affected by [Bleeding].
SKILL_20150918_005046	Crosscut
SKILL_20150918_005047	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Charge towards an enemy and cut a cross on their body, afflicting [Bleeding].
SKILL_20150918_005048	Vertical Slash
SKILL_20150918_005049	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Decreases the defense for medium, big enemies for a while by smaking down.
SKILL_20150918_005050	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Атака an enemy by throwing your spear. Your spear will stick into the ground where it was thrown, and your physical attack will be decreased based on the equipment's upgrade count until you pick it up. It automatically returns to you after a certain time.
SKILL_20150918_005051	Атака per Stack: +#{CaptionRatio}#{nl}Maximum Stacks: #{CaptionRatio2}#{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150918_005052	Helm Chopper
SKILL_20150918_005053	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Strike the enemy's head, causing it to become afflicted with [Stun].
SKILL_20150918_005054	Seism
SKILL_20150918_005055	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Create an earthshake to stop enemies from attacking. The enemy has a chance to become afflicted with [Stun].
SKILL_20150918_005056	Cleave
SKILL_20150918_005057	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Use centrifugal force and continuously attack enemies by turning body. Make an additional damage to the enemy stunned.
SKILL_20150918_005058	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Use your shield and sword to successively attack enemies.
SKILL_20150918_005059	Shield Shoving
SKILL_20150918_005060	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Interrupt an enemy's action by using your shield. The enemy is turned around, and cannot take any actions temporarily.
SKILL_20150918_005061	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Duration: 1.5 seconds
SKILL_20150918_005062	Shield Bash
SKILL_20150918_005063	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Attack with your shield. The attacked enemy will have its stat points jumbled temporarily.
SKILL_20150918_005064	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Duration: #{CaptionRatio2}# seconds
SKILL_20150918_005065	High Kick
SKILL_20150918_005066	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Perform a high kick to subdue an enemy. Hit enemies will temporarily take additional Strike damage.
SKILL_20150918_005067	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Maximum Длительность: 10 seconds{nl}AoE Атака Ratio: 5{nl}Able to use while riding
SKILL_20150918_005068	Increases attack equal to [Уровень Умения]×[Number of Weapon Stars]{nl}Атака Count: #{CaptionRatio2}#{nl}Длительность: 1 hour
SKILL_20150918_005069	Физическая Защита: +#{CaptionRatio}#{nl}Number of Shots: #{CaptionRatio2}#{nl}Длительность: 1 hour
SKILL_20150918_005070	Flag Длительность: #{CaptionTime}# seconds
SKILL_20150918_005071	Dust Devil
SKILL_20150918_005072	{#DD5500}{ol}[Физический] - [Cut]{/}{/}{nl}As you spin, attack an enemy repeatedly using a weapon in each hand. The enemy will be immobilized temporarily.
SKILL_20150918_005073	Hexen Dropper
SKILL_20150918_005074	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Use a weapon in each hand to deal successive strikes on an enemy.
SKILL_20150918_005075	{#993399}{ol}[Магия] - [Лёд]{/}{/}{nl}Inflicts damage on a frozen enemy in front of you. There is a small chance to remove freeze from the enemy when it takes damage.
SKILL_20150918_005076	Создает curtain of ice for defense. Inflicts damage after successfully blocking an attack from an enemy. There is a certain chance to freeze nearby enemies. 
SKILL_20150918_005077	Создает strong gust of wind that pushes enemies. When inflicting damage on a frozen enemy, it will unfreeze.
SKILL_20150918_005078	Tighten the link to gather up the linked enemies in front of you.
SKILL_20150918_005079	Large-type->Medium-type->Small-type{nl}Targets: #{CaptionRatio}#{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150918_005080	Small-type->Medium-type->Large-type{nl}Targets: #{CaptionRatio}#{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150918_005081	Evocation
SKILL_20150918_005082	{#993399}{ol}[Магия] - [Dark]{/}{/}{nl}TEST
SKILL_20150918_005083	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio2}#%
SKILL_20150918_005084	Temporarily increases the attack speed of you and your party members by manipulating time.
SKILL_20150918_005085	Movement Speed: -#{CaptionRatio}#{nl} Магический Круг Длительность: #{CaptionRatio2}# seconds{nl}{#339999}{ol}[Slow]{/}{/} Длительность: 10 seconds
SKILL_20150918_005086	Temporarily increases the movement speed of you and your party members by manipulating time.
SKILL_20150918_005087	Shoggoth's Additional Damage: #{CaptionRatio}#{nl}Shoggoth's Additional Защита: #{CaptionRatio2}#{nl}Consumes #{CaptionTime}# Corpse(s)
SKILL_20150918_005088	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio2}#%{nl}AoE Атака Ratio: #{SkillSR}#{nl}Consumes #{CaptionRatio}# Corpse(s)
SKILL_20150918_005089	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio2}#%{nl}Длительность: 15 seconds{nl}Consumes #{CaptionRatio}# Corpse(s)
SKILL_20150918_005090	Dirty Pole(s): #{CaptionRatio}#{nl}Dirty Pole Длительность: 15 seconds{nl}{#339999}{ol}[Decay]{/}{/} Длительность #{CaptionTime}# seconds{nl}Consumes #{CaptionRatio2}# Corpse(s)
SKILL_20150918_005091	Dirty Pole
SKILL_20150918_005092	{#993399}{ol}[Магия]{/}{/}Создает стену из трупов. Враги наступающие на стены будут поражены эффектом статуса Разложение.
SKILL_20150918_005093	Атака: #{SkillAtkAdd}#{nl}Dirty Pole Длительность: #{CaptionRatio}# seconds{nl}{#339999}{ol}[Decay]{/}{/} Длительность: #{CaptionTime}# seconds{nl}Consumes #{CaptionRatio2}# Corpse(s)
SKILL_20150918_005094	{#993399}{ol}[Магия]{/}{/}Build a cursed tower made with corpses at a targeted area. 
SKILL_20150918_005095	Corpe Tower Длительность: #{CaptionRatio}# seconds{nl}Consumes #{CaptionRatio2}# Corpse(s)
SKILL_20150918_005096	Raise Dead
SKILL_20150918_005097	{#993399}{ol}[Магия]{/}{/}Summons a skeleton soldier made with a corpse. The skeleton soldier will engage in combat and follow its master.
SKILL_20150918_005098	Summons #{CaptionRatio}# Skeleton Soldiers{nl}Consumes #{CaptionRatio2}# Corpse(s){nl}Maximum Level: 5
SKILL_20150918_005099	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Attacks the enemy with a spiraling arrow that penetrates and inflicts multiple strikes.
SKILL_20150918_005100	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio2}#%{nl}Число Ударов: #{CaptionRatio}#
SKILL_20150918_005101	Атака: #{SkillAtkAdd}#{nl}Blocks ranged projectiles: #{CaptionRatio}#{nl}Pavise Длительность: #{CaptionTime}# seconds
SKILL_20150918_005102	Increases attack, accuracy and critical rate of your companion for a given duration.
SKILL_20150918_005103	Companion's Атака: +#{CaptionRatio}#{nl}Companion's Accuracy: +#{CaptionRatio}#{nl}Companion's Critical Rate: +#{CaptionRatio}#{nl}Длительность: #{CaptionTime}# seconds
SKILL_20150918_005104	Your companion wanders around the target and fixes its target. Decreases the target's evasion and accuracy.
SKILL_20150918_005105	Evasion: -#{CaptionRatio}#{nl}Accuracy: -#{CaptionRatio}#{nl}Pointing AI Длительность: 90 seconds
SKILL_20150918_005106	Consumes #{SpendPoison}# Poison Pot Poison{nl}Poisonous Insect Длительность: 20 seconds
SKILL_20150918_005107	Zhendu
SKILL_20150918_005108	Applies a poison once to the weapon of you and your party members for the next attack.
SKILL_20150918_005109	Длительность: 30 seconds{nl}Zhendu Длительность: #{CaptionRatio}# seconds{nl}Consumes #{SpendPoison}# Poison Pot Poison
SKILL_20150918_005110	{#993399}{ol}[Магия] - [Свет]{/}{/}{nl}Создает магический круг перед вами, лечащий союзников и атакующий врагов. Не действует на летающих врагов. Размер восстанновленного HP зависит от максимального HP цели.
SKILL_20150918_005111	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionTime}#%{nl}Восстановление HP: 10% + #{CaptionRatio}# ~ #{CaptionRatio2}# HP{nl} Магический Круг Длительность: 40 seconds
SKILL_20150918_005112	Summons a holy torch, improving the HP recovery of nearby allies. Decreases the accuracy of nearby enemies.
SKILL_20150918_005113	{#993399}{ol}[Магия] - [Свет]{/}{/}{nl}Sprinkle holy water to help increase the physical defense of you and your allies and to inflict damage to enemies.
SKILL_20150918_005114	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio2}#%{nl}Физическая Защита: +#{CaptionRatio}#%{nl}Targets: 10{nl}Длительность: #{CaptionTime}# seconds{nl}Consumes 1 Holy Water
SKILL_20150918_005115	Maximum number of Magic Circles: #{SkillFactor}#{nl}Increases DEX for allies{nl}Enemy's Evasion & Защита: -#{CaptionRatio}#{nl} Длительность: #{CaptionTime}# seconds
SKILL_20150918_005116	Mass Heal
SKILL_20150918_005117	Restores the HP of you and that of your allies in front of you.
SKILL_20150918_005118	Restores #{CaptionRatio}#% of your maximum HP{nl}Additional Восстановление HP: #{CaptionRatio2}#{nl}
SKILL_20150918_005119	Stone Skin
SKILL_20150918_005120	Increases you and your party members' block for a given duration.
SKILL_20150918_005121	Block +#{CaptionRatio}#{nl}Длительность: 35 seconds
SKILL_20150918_005122	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Instruct your summoned zombies to celebrate. The zombies will deal little damage to anything they touch.
SKILL_20150918_005123	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Maximum Длительность: 10 seconds{nl}Requires Summoned Zombie
SKILL_20150918_005124	Plant a glyph on the ground symbolizing Baron Samedi, the loa of death. Increases the maximum HP and movement speed of you and your zombies nearby the glyph. Only half of the effect applies to you.
SKILL_20150918_005125	You will set the pattern which represent Ogu which is the Rwa of Power on the ground. STR of the zombies nearby this pattern will be increased.
SKILL_20150918_005126	Zombie Capsule
SKILL_20150918_005127	Number of Warps: #{CaptionRatio}#{nl}Goddess Statue Длительность: 30 seconds{nl}Consumes 1 Oak Wood
SKILL_20150918_005128	SP: -#{CaptionRatio}#{nl}Goddess Statue Длительность: #{CaptionRatio2}# seconds{nl}Consumes 1 Pine Wood
SKILL_20150918_005129	Cooldown Time: -#{CaptionRatio}#%{nl}Goddess Statue Длительность: #{CaptionRatio2}# seconds{nl}Consumes 1 Cedar Wood
SKILL_20150918_005130	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio2}#%{nl}Блокирует Раз: #{CaptionRatio}#{nl}Длительность: #{CaptionTime}# seconds{nl}Consumes 2 Oak Wood
SKILL_20150918_005131	Carve Statue Длительность: #{CaptionRatio}# seconds{nl}Consumes 1 Ash Wood
SKILL_20150918_005132	{#339999}{ol}[Goddess' Blessing]{/}{/} Длительность: #{CaptionRatio}# seconds{nl}Goddess Statue Длительность: 30 seconds{nl}Consumes 1 Cedar Wood
SKILL_20150918_005133	Атака: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Up to 5 users{nl}Maximum Длительность: 10 seconds
SKILL_20150918_005134	Push enemies away and create a barrier of protection which doesn't allow others to enter for some time. Increases the magic defense of allies who are inside the barrier.
SKILL_20150918_005135	Magic Defense: +#{CaptionRatio}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20150918_005136	Conviction
SKILL_20150918_005137	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Attacks an enemy as an attack for the betrayer. Resistance to Огонь, Ice, Electricity, Poison of the enemy that received the attack will decrease.
SKILL_20150918_005138	Атака #{SkillAtkAdd}#{nl}Property Атака #{CaptionRatio}#%{nl}Range Атака Ration #{SkillSR}#{nl}each property attack #{CaptionRatio2}# decrease
SKILL_20150918_005139	{#DD5500}{ol}[Physical] - [Strike]{/}{/}{nl}Use your trained fingertips to attack an enemy by inflicting an internal injury.
SKILL_20150918_005140	{#DD5500}{ol}[Physical]{/}{/}{nl}Gather force then shoot forward. The enemy is pushed away and will receive damage.
SKILL_20150918_005141	Increase Магическая Защита
SKILL_20150918_005142	Temporarily increases the magic defense of you and your party members.
SKILL_20150918_005143	Магическая Защита: +#{CaptionRatio}#{nl}Длительность: 45 seconds
SKILL_20150918_005144	{#993399}{ol}[Magic]{/}{/}{nl}Grass near the targeted area attacks an enemy. It casts in the place of [Chortasmata] first if it exists, otherwise it casts on you.
SKILL_20150918_005145	Grown grass protects you and your allies. It casts in the place of [Chortasmata] first if exists, otherwise it casts on you.
SKILL_20150918_005146	Grass temporarily grows on the targeted area. Monsters within the targeted area become Plant-type monsters.
SKILL_20150918_005147	Maximum SP: +#{CaptionRatio}#%{nl}Maximum STA: +#{CaptionRatio2}#{nl}Длительность: #{CaptionTime}# minutes
SKILL_20150918_005148	Prophecy
SKILL_20150918_005149	Grants a temporary effect preventing Lv. 1 status ailments to nearby party members.
SKILL_20150918_005150	Длительность: #{CaptionTime}# seconds{nl}Applies #{CaptionRatio}# times
SKILL_20150918_005151	Increased STR stat.
SKILL_20150918_005152	Increased movement speed and maximum HP.
SKILL_20150918_005153	In the state of Bwa Kayiman.
SKILL_20150918_005154	Applies one new deadly poison to your weapon for the next attack.
SKILL_20150918_005155	Immune to Lv1 status ailments
SKILL_20150918_005156	Increased Магическая Защита.
SKILL_20150918_005157	Shield Bash-Mix stat
SKILL_20150918_005158	Vulnerable to Pierce attacks
SKILL_20150918_005159	Огонь, Ice, Electricity, Earth and Poison Properties Decrease
SKILL_20150918_005160	Block Increase
SKILL_20150918_005161	Decreased accuracy
SKILL_20150918_005162	Agvenipa Set Buff
SKILL_20150918_005163	Able to equip [Cloth] armor. In addition, your maximum SP увеличивается when you equip 3 or more pieces of [Cloth] armor. Your Магическая Защита увеличивается once you have 4 [Cloth] armor pieces equipped.
SKILL_20150918_005164	Allows you to equip [Leather] armor.{nl}When equipped with 3 or more pieces of [Leather] armor, increases your Evasion.{nl} {nl}When equipped with 4 [Leather] armor pieces, your Evasion increases from attributes by an additional 50%.
SKILL_20150918_005165	Able to equip [Plate] armor. In addition, your maximum HP увеличивается when you equip 3 or more pieces of [Plate] armor. Your maximum Stamina увеличивается once you have 4 [Plate] armor pieces equipped.
SKILL_20150918_005166	Double Slash: Critical
SKILL_20150918_005167	Shield Guard
SKILL_20150918_005168	Umbo Thrust: Enhance
SKILL_20150918_005169	Увеличивает урон нанесенный противнику от [Umbo Thrust] на 1% за каждый уровень.
SKILL_20150918_005170	Moulinet: Critical
SKILL_20150918_005171	[Cartar Stroke] no longer knocks enemies back. (Only applies if the attribute is set to ON)
SKILL_20150918_005172	Skyliner: Enhance
SKILL_20150918_005173	Увеличивает урон нанесенный противнику от [Skyliner] на 1% за каждый уровень.
SKILL_20150918_005174	Crosscut: Enhance
SKILL_20150918_005175	Увеличивает урон нанесенный противнику от [CrossCut] на 1% за каждый уровень.
SKILL_20150918_005176	Vertical Slash: Enhance
SKILL_20150918_005177	Увеличивает урон нанесенный противнику от [Vertical Slash] на 1% за каждый уровень.
SKILL_20150918_005178	Savagery: Critical
SKILL_20150918_005179	Helm Chopper: Enhance
SKILL_20150918_005180	Увеличивает урон нанесенный противнику от [Helm Chopper] на 1% за каждый уровень.
SKILL_20150918_005181	Seism: Enhance
SKILL_20150918_005182	Увеличивает урон нанесенный противнику от [Seism] на 1% за каждый уровень.
SKILL_20150918_005183	Cleave: Enhance
SKILL_20150918_005184	Увеличивает урон нанесенный противнику от [Cleave] на 1% за каждый уровень.
SKILL_20150918_005185	Targe Smash: Enhance
SKILL_20150918_005186	Увеличивает урон нанесенный противнику от [Targe Smash] на 1% за каждый уровень.
SKILL_20150918_005187	Shield Push: Enhance
SKILL_20150918_005188	Увеличивает урон нанесенный противнику от [Shield Push] на 1% за каждый уровень.
SKILL_20150918_005189	Targe Smash: Frozen Stone
SKILL_20150918_005190	Inflicts 20% additional damage per attribute level on frozen and petrified enemies with [Targe Smash].
SKILL_20150918_005191	Targe Smash: Burn
SKILL_20150918_005192	Spreads [Burn] equal to the amount of [attribute level] when killing an enemy affected by [Burn] with [Targe Smash].
SKILL_20150918_005193	Shield Push: Длительность
SKILL_20150918_005194	Increases the duration of the Unbalanced status effect applied from [Shield Push] by 1 second per attribute level.
SKILL_20150918_005195	Shield Shoving: Enhance
SKILL_20150918_005196	Увеличивает урон нанесенный противнику от [Shield Shoving] на 1% за каждый уровень.
SKILL_20150918_005197	Shield Bash: Enhance
